job,answer
reprès.,commerce de détail
reprès,commerce de détail
pension,assurances privées
rent.,"affaires immobilières,location"
voyag.,transports
colport.,commerce de détail
emp. postal,administration publique
boucher,produits alimentaires
mécanic.,réparations
institutrice,employées pour le ménage et la ferme
menuis.,"bois,liège,meubles"
journal,arts graphiques
pâtiss.,produits alimentaires
pension,assurances privées
ferbl.,industrie des métaux
instit.,administration publique
brass.,industrie des métaux
ing.,industrie chimique
étudi.,"agences,locations,consultations"
ling.,"vêtements, lingerie,chaussures,literies"
com. de bétail,commerce de gros
tabacs,commerce de détail
rédact.,arts graphiques
commerc.,commerce de détail
coiff.,commerce de détail
chaudr.,industrie du papier
rent.,"affaires immobilières,location"
nég.,"banques,établissements financiers"
m. de from.,"employés pour tous,célibataires"
g. de mag.,commerce de détail
anc. nég.,commerce de détail
reprês.,réparations
diaconesse,employées pour le ménage et la ferme
dentiste,réparations
md de chevaux,"employés pour tous,célibataires"
nég.,"banques,établissements financiers"
brod.,"bijouterie,gravure,frappe"
médecin.,"agences,locations,consultations"
pensionn.,administration publique
nég. en gros,commerce de gros
md de chev.,vachers célibataires
vendeuse,commerce de détail
indust.,industrie chimique
nég.,"banques,établissements financiers"
nég.,"banques,établissements financiers"
emp,"employés pour tous,célibataires"
ag. de pol.,administration publique
typo.,arts graphiques
comm. post.,transports
ag. de police,administration publique
corroyeur,industrie des métaux
inst.,"construction,charpenterie"
ingénieur,industrie chimique
coiff.,commerce de détail
ferbl.,industrie des métaux
masseuse,"agences,locations,consultations"
prof.,administration publique
empl. pénit.,administration publique
laitier,produits alimentaires
servant.,"employés pour tous,célibataires"
tailleur,"vêtements, lingerie,chaussures,literies"
m. d'allemand retraitée,administration publique
menuis.,"bois,liège,meubles"
fourrures,"vêtements, lingerie,chaussures,literies"
industr.,industrie chimique
pharm.,industrie chimique
institut.,"agences,locations,consultations"
rentier,"affaires immobilières,location"
ling.,"vêtements, lingerie,chaussures,literies"
fondeur,industrie des métaux
café,"hôtellerie,restauration"
chauf.,transports
chocolatier,produits alimentaires
md de poisson,produits alimentaires
chapellerie,"vêtements, lingerie,chaussures,literies"
gérant,"agences,locations,consultations"
reprès.,commerce de détail
aide,"agences,locations,consultations"
reprès.,commerce de détail
domest.,employées pour le ménage et la ferme
domestique,employées pour le ménage et la ferme
cout.,"construction,charpenterie"
cuisinière,"hôtellerie,restauration"
agricult.,employées pour le ménage et la ferme
typo.,réparations
serrurier,industrie des métaux
reprès.,commerce de détail
sculpt,pierre et terre
march. taill.,"vêtements, lingerie,chaussures,literies"
prof.,"agences,locations,consultations"
voyageur,transports
reprês.,réparations
repr.,commerce de détail
rent.,"affaires immobilières,location"
sellier,
brasseur,produits alimentaires
tapissier,"bois,liège,meubles"
voyageur,transports
succcs. de A. Trüb & Cie,"banques,établissements financiers"
employé trams,transports
camp,"journaliers,entretien"
nég. en grains,commerce de gros
voyag.,transports
étudi.,"agences,locations,consultations"
nég.,"banques,établissements financiers"
nég.,"banques,établissements financiers"
chaussures,"vêtements, lingerie,chaussures,literies"
nég.,"banques,établissements financiers"
représent.,"agences,locations,consultations"
menuis.,"bois,liège,meubles"
colonel,administration publique
entrep.,"agences,locations,consultations"
géom.,"agences,locations,consultations"
pédicure,réparations
taill.,industrie du papier
prof.,bureaux de consultation
sous-dir. U.B.S.,"banques,établissements financiers"
nég.,"banques,établissements financiers"
g. de l'abor.,"bois,liège,meubles"
prof.,bureaux de consultation
industr.,industrie chimique
électric.,"gaz,eau,éléctricité"
tricoteuse,industrie textile
adj. au téléph.,"agences,locations,consultations"
machines,industrie des métaux
pension,assurances privées
peintre,arts graphiques
anc. instit.,administration publique
gérant Coop. des product,commerce de détail
représentant,commerce de gros
ssures,literies"
oiselier,"employés pour tous,célibataires"
empl. c/me-,"employés pour tous,célibataires"
désinfecteur,industrie chimique
allum. de gaz,"gaz,eau,éléctricité"
allum. de gaz,"gaz,eau,éléctricité"
cimenteur,pierre et terre
comm. post.,transports
désinfecteur,industrie chimique
entrep.,"agences,locations,consultations"
profes. de théol.,administration publique
employée,employées pour le ménage et la ferme
cimenteur,pierre et terre
cimenteur,pierre et terre
fonc. post,administration publique
distillerie,industrie chimique
jardin,"journaliers,entretien"
ville,administration publique
libr.,commerce de détail
institut.,"agences,locations,consultations"
cuisin.,produits alimentaires
caviste,commerce de détail
lingère,"vêtements, lingerie,chaussures,literies"
not.,réparations
tapissier,"bois,liège,meubles"
calier,"construction,charpenterie"
secrét. C. F. F.,bureaux de consultation
chauffeur,transports
man. CFF,transports
poêlier,industrie du papier
ling.,"vêtements, lingerie,chaussures,literies"
serrurier,industrie des métaux
plissage,industrie textile

mén,employées pour le ménage et la ferme
poêl.,industrie des métaux
blanchisseuse,employées pour le ménage et la ferme
primeurs,produits alimentaires
dactyl.,arts graphiques
dent.,réparations
commis F. F.,commerce de détail
entrepr.,"construction,charpenterie"
parquet.,"bois,liège,meubles"
emp. d'hôt.,"hôtellerie,restauration"
cond. C.F.F.,transports
primeurs,produits alimentaires
bijout.,"bijouterie,gravure,frappe"
prof. de peint.,arts graphiques
restaurat.,"hôtellerie,restauration"
nég.,"banques,établissements financiers"
peintre,arts graphiques
peinl. en voit,
primeurs,produits alimentaires
tonnelier,"bois,liège,meubles"
jardin.,"journaliers,entretien"
fils,industrie des métaux
cordonn.,industrie textile
coiff.,commerce de détail
empl. S. I.,"employés pour tous,célibataires"
représent.,"agences,locations,consultations"
rent.,"affaires immobilières,location"
tôlier-fumiste,industrie des métaux
coupe,"bois,liège,meubles"
corsets,"vêtements, lingerie,chaussures,literies"
empl. T. L.,"employés pour tous,célibataires"
tailleur,industrie textile
ingén.,administration publique
direct.,administration publique
architecte,"construction,charpenterie"
serrurier,industrie des métaux
étud.,"agences,locations,consultations"
fille de salle,"hôtellerie,restauration"
mécanic.,réparations
prof. Préalpes,administration publique
instit.,administration publique
g.-mal.,réparations

fleuriste,commerce de détail
statuaire,"bijouterie,gravure,frappe"
prof. retraité,administration publique
institutrice,"agences,locations,consultations"
anc. instit.,administration publique
sage-femme,employées pour le ménage et la ferme
ag. police,administration publique
dom.,employées pour le ménage et la ferme
cout.,industrie textile
cout.,"vêtements, lingerie,chaussures,literies"
aviateur,transports
emp.,"employés pour tous,célibataires"
pédicure,réparations
compt.,"banques,établissements financiers"
méc.,industrie des métaux
papiers et,industrie du papier
passementerie,industrie textile
pension,assurances privées
g.-malades,employées pour le ménage et la ferme
fonct. retr.,administration publique
taill.,"bijouterie,gravure,frappe"
tapiss.,industrie textile
serrur.,industrie des métaux
tabacs,commerce de détail
layeuse,industrie textile
chauffeur,transports
chauffeur,transports
dessinat.,arts graphiques
tuyaux de ciment,pierre et terre
nég.,"banques,établissements financiers"
gérant,"agences,locations,consultations"
gouv.,administration publique
boulang.,produits alimentaires
diaconesse,employées pour le ménage et la ferme
comestib.,produits alimentaires
gérant,"agences,locations,consultations"
nég.,"banques,établissements financiers"
taill.,industrie du papier
serrurier,industrie des métaux
électr.,"gaz,eau,éléctricité"
reprès.,commerce de détail
peintre,arts graphiques
régente,administration publique
plâtrier,"construction,charpenterie"
pianos,"bois,liège,meubles"
emp.,"employés pour tous,célibataires"
emp,"employés pour tous,célibataires"
g. de mag,commerce de détail
ag. d’assuranc,assurances privées
mécanic. C.F.F.,industrie des métaux
terrassier,"construction,charpenterie"
ébén.,"bois,liège,meubles"
instit.,administration publique
gér.,"agences,locations,consultations"
charpentier,"construction,charpenterie"
mac.,"journaliers,entretien"
portier,"employés pour tous,célibataires"
diaconese,"agences,locations,consultations"
rent.,"affaires immobilières,location"
institut.,administration publique
prof. de violon,arts graphiques
musicien,arts graphiques
violoniste,arts graphiques
compt. représ.,commerce de détail
blanchisseuse,employées pour le ménage et la ferme
méc.,industrie des métaux
télégr.,transports
nég.,"banques,établissements financiers"
chef d’orch.,arts graphiques
diacon.,administration publique
vins,produits alimentaires
libraire,commerce de détail
cordonn.,industrie textile
journal.,arts graphiques
boulang.,produits alimentaires
instit.,administration publique
blanchisseuse,employées pour le ménage et la ferme
lingère,"vêtements, lingerie,chaussures,literies"
tailleur,"vêtements, lingerie,chaussures,literies"
vice-prés. du Tribunal,administration publique
chauffeur C.F.F.,transports
tailleur,"vêtements, lingerie,chaussures,literies"
nég.,"banques,établissements financiers"
ferblant.,industrie des métaux
cout.,"construction,charpenterie"
charcutier,produits alimentaires
primeurs,produits alimentaires
serrurier,industrie des métaux
men.,"employés pour tous,célibataires"
pensionnat,"hôtellerie,restauration"
jardin.,"journaliers,entretien"
charcut.,produits alimentaires
représ.,commerce de détail
lithogr.,arts graphiques
menuis.,"construction,charpenterie"
menuis.,"bois,liège,meubles"
fonction. aux douanes,administration publique
voyag.,transports
reprès.,commerce de détail
men.,"employés pour tous,célibataires"
mages,arts graphiques
médecin,"agences,locations,consultations"
f. de ch.,"construction,charpenterie"
ag. de pol.,administration publique
prop.,"agences,locations,consultations"
margeur,industrie du papier
ling.,"vêtements, lingerie,chaussures,literies"
cocher,réparations
imprim.,arts graphiques
parqueteur,"construction,charpenterie"
fromages,produits alimentaires
emp. L.-O.,"employés pour tous,célibataires"
cafetier,"hôtellerie,restauration"
téléph..,transports
ag. sûreté,assurances privées
chef de serv.,"hôtellerie,restauration"
commerc.,commerce de détail
linotypiste,arts graphiques
fleurs,produits alimentaires
fleuriste,commerce de détail
prof.,"agences,locations,consultations"
gouv.,administration publique
pension,assurances privées
méd.,"agences,locations,consultations"
Dr en droit,bureaux de consultation
nég.,"banques,établissements financiers"
appar. électriques,"gaz,eau,éléctricité"
cordon.,industrie textile
charretier,transports
nég.,"banques,établissements financiers"
men.,"employés pour tous,célibataires"
confect.,"vêtements, lingerie,chaussures,literies"
produits du laiton,industrie des métaux
vêtements,"vêtements, lingerie,chaussures,literies"
infirm.,"employés pour tous,célibataires"
chauff. d’auto,transports
instit.,administration publique
inspecteur des fabriques,industrie textile
dessinat.,arts graphiques
repass.,industrie textile
prof.,bureaux de consultation
chauf. CFF.,transports
chauf.,transports
blanch.,industrie textile
sage-femme,employées pour le ménage et la ferme
emballeur,commerce de détail
empl. banque,"banques,établissements financiers"
ouvr.,"construction,charpenterie"
